canonical_name,developer,operator,status_current,status_current_date,state,city,lat,long,capacity_mw,capacity_mw_source_confidence,source_url
Balico Pittsylvania County,Balico,Balico,cancelled,2025-04-15,VA,Pittsylvania County,36.82133,-79.39711,3500,low,https://virginiabusiness.com/developer-withdraws-unpopular-pittsylvania-data-centers-proposal/
Balloonist Menomonie Data Center,Balloonist LLC,Balloonist LLC,paused,2025-09-01,WI,Menomonie,44.87552,-91.91934,,none,https://www.datacenterdynamics.com/en/news/data-center-development-in-menomonie-wisconsin-delayed/
Beale De Soto Data Center,Beale Infrastructure,,announced,2026-01-12,KS,De Soto,38.97917,-94.96858,,none,https://www.bizjournals.com/kansascity/news/2026/01/12/de-soto-data-center-land-sale-beale-infrastructure.html
Beale Marana Data Center,Beale Infrastructure,,permitting,2025-10-27,AZ,Marana,32.43674,-111.22538,,none,https://www.datacenterdynamics.com/en/news/beale-infrastructure-plans-second-data-center-campus-outside-tucson-arizona-and-two-outside-tulsa-oklahoma/
Beale Project Atlas,Beale Infrastructure,,cancelled,2026-03-30,OK,Coweta,35.95177,-95.65081,,none,https://krmg.com/2026/03/30/developer-for-proposed-data-center-in-coweta-pulls-application/
Beale Project Blue,Beale Infrastructure,,permitting,2025-10-27,AZ,Tucson,32.22174,-110.92648,600,medium,https://www.datacenterdynamics.com/en/news/beale-infrastructure-plans-second-data-center-campus-outside-tucson-arizona-and-two-outside-tulsa-oklahoma/
Beale Project Clydesdale,Beale Infrastructure,,permitting,2026-01-06,OK,Owasso,36.26954,-95.85471,,none,https://www.datacenterdynamics.com/en/news/beale-infrastructure-in-talks-to-build-data-center-campus-outside-tulsa-oklahoma/
Beale Project Mustang,Beale Infrastructure,,announced,2026-01-09,OK,Claremore,36.3126,-95.61609,,none,https://bealeinfra.com/claremore-oklahoma/
Beltline Energy Luther,Beltline Energy,Beltline Energy,announced,2026-01-06,OK,Luther,35.66173,-97.19559,,none,https://www.datacenterdynamics.com/en/news/data-center-proposal-in-luther-oklahoma-faces-opposition-prior-to-official-filing/
Beltline Energy Pacific MO,Beltline Energy,Beltline Energy,announced,2026-01-28,MO,Pacific,38.482,-90.74152,1200,low,https://www.stlmag.com/business/pacific-data-center-beltline-energy-proposal/
Bitdeer Clarington,Bitdeer,Bitdeer,under_construction,2026-03-16,OH,Clarington,39.76563,-80.87121,570,high,https://ir.bitdeer.com/news-releases/news-release-details/bitdeer-announces-february-2026-production-and-operations-update/
Bitdeer Knoxville,Bitdeer,Bitdeer,operational,2026-02-10,TN,Knoxville,35.96064,-83.92074,86,high,https://ir.bitdeer.com/news-releases/news-release-details/bitdeer-announces-january-2026-production-and-operations-update/
Bitdeer Massillon,Bitdeer,Bitdeer,operational,2026-03-16,OH,Massillon,40.79672,-81.52151,100,high,https://ir.bitdeer.com/news-releases/news-release-details/bitdeer-announces-february-2026-production-and-operations-update/
Bitdeer Niles,Bitdeer,Bitdeer,under_construction,2026-03-16,OH,Niles,41.18284,-80.76536,300,high,https://ir.bitdeer.com/news-releases/news-release-details/bitdeer-announces-february-2026-production-and-operations-update/
Bitdeer Rockdale,Bitdeer,Bitdeer,operational,2026-02-10,TX,Rockdale,30.65548,-97.00137,563,high,https://ir.bitdeer.com/news-releases/news-release-details/bitdeer-announces-january-2026-production-and-operations-update/
Bitdeer Wenatchee,Bitdeer,Bitdeer,operational,2026-02-10,WA,Wenatchee,47.42346,-120.31035,13,high,https://ir.bitdeer.com/news-releases/news-release-details/bitdeer-announces-january-2026-production-and-operations-update/
Bitfarms Sharon,Bitfarms,Bitfarms,operational,2025-02-23,PA,Sharon,41.23311,-80.4934,120,medium,https://www.sharonherald.com/news/data-center-pops-up-in-sharon-1st-in-mercer-county/article_c2511ee3-3f6a-4036-82c9-adf2d7d2f552.html
Bitfarms Washington,Bitfarms,Bitfarms,under_construction,2026-01-30,WA,Moses Lake,47.13014,-119.27808,50,medium,https://www.datacenterdynamics.com/en/news/bitfarms-files-to-convert-cryptomine-into-ai-data-center/
Brennan Investment Group - Barrington Hills Data Center,Brennan Investment Group,undisclosed,cancelled,2026-01-27,IL,Barrington Hills,42.14475,-88.15563,unresearchable,none,https://therealdeal.com/chicago/2026/01/27/brennans-2b-barrington-hills-data-center-scrapped/
Brennan Investment Group - Elk Grove Village Data Center Site,Brennan Investment Group,undisclosed,operational,2023-04-21,IL,Elk Grove Village,42.00392,-87.97035,unresearchable,none,https://www.brennanllc.com/2023/04/21/brennan-announces-rolling-meadows-commerce-center-a-state-of-the-art-industrial-development-project/
Brennan Investment Group - Rolling Meadows Commerce Center,Brennan Investment Group,undisclosed,announced,2023-04-21,IL,Rolling Meadows,42.08419,-88.01313,unresearchable,none,https://www.brennanllc.com/2023/04/21/brennan-announces-rolling-meadows-commerce-center-a-state-of-the-art-industrial-development-project/
Bristolville 25 Lordstown,Bristolville 25 Developer LLC (Western Hospitality Partners),,paused,2025-11-01,OH,Lordstown,41.16561,-80.85758,,none,https://businessjournaldaily.com/data-center-developer-linked-to-lordstown-proposal-rebuffed-in-illinois/
CalEthos,CalEthos,CalEthos,announced,2025-01-01,CA,Niland,33.24004,-115.51888,420,medium,https://www.calathos.com
CalEthos Imperial County,CalEthos,CalEthos,announced,2025-01-01,CA,Niland,33.24004,-115.51888,420,medium,https://www.calathos.com
CalEthos Lithium Valley,CalEthos,CalEthos,announced,2025-01-01,CA,Imperial County,33.03951,-115.36532,420,medium,https://www.calathos.com
Centra Digital Interconnect,Centra Digital Interconnect,Centra Digital Interconnect,operational,2025-01-01,NC,Charlotte,35.22709,-80.84313,,none,https://centradigital.com/
Centra Digital Interconnect Charlotte,Centra Digital Interconnect,Centra Digital Interconnect,operational,2025-01-01,NC,Charlotte,35.22709,-80.84313,,none,https://centradigital.com/
Centra Digital Interconnect Columbus,Centra Digital Interconnect,Centra Digital Interconnect,operational,2025-01-01,OH,Columbus,39.96118,-82.99879,,none,https://centradigital.com/
Centra Digital Interconnect Minneapolis,Centra Digital Interconnect,Centra Digital Interconnect,operational,2025-01-01,MN,Minneapolis,44.97997,-93.26384,,none,https://centradigital.com/
Centra Digital Interconnect Portland,Centra Digital Interconnect,Centra Digital Interconnect,operational,2025-01-01,ME,Portland,43.65737,-70.2589,,none,https://centradigital.com/
Centra Digital Interconnect Reno,Centra Digital Interconnect,Centra Digital Interconnect,operational,2025-01-01,NV,Reno,39.52963,-119.8138,,none,https://centradigital.com/
Cipher Mining Alborz,Cipher Mining,Cipher Mining,operational,2024-01-01,TX,Happy,34.74367,-101.85463,40,high,https://baxtel.com/data-center/cipher-mining-alborz
Cipher Mining Barber Lake,Cipher Mining,Cipher Mining,announced,2025-02-27,TX,Colorado City,32.38817,-100.86456,800,low,https://www.datacenterdynamics.com/en/news/cipher-mining-acquires-more-than-500-acres-across-two-sites-in-texas-for-crypto-and-hpc-use/
Cipher Mining Bear,Cipher Mining (WindHQ JV),Cipher Mining,operational,2024-01-01,TX,Andrews,32.30503,-102.63781,40,medium,https://baxtel.com/data-center/cipher-mining-alborz
Cipher Mining Black Pearl,Cipher Mining,Cipher Mining,under_construction,2025-02-27,TX,Andrews,32.30503,-102.63781,150,high,https://www.datacenterdynamics.com/en/news/cipher-mining-acquires-more-than-500-acres-across-two-sites-in-texas-for-crypto-and-hpc-use/
Cipher Mining Chief,Cipher Mining (WindHQ JV),Cipher Mining,operational,2024-01-01,TX,Andrews,32.30503,-102.63781,40,medium,https://baxtel.com/data-center/cipher-mining-alborz
Cipher Mining Odessa,Cipher Mining,Cipher Mining,operational,2024-01-01,TX,Odessa,31.84568,-102.36764,207,high,https://baxtel.com/data-center/cipher-mining-alborz
Cipher Mining Reveille,Cipher Mining,Cipher Mining,announced,2025-02-27,TX,Cotulla,28.43693,-99.23503,200,low,https://www.datacenterdynamics.com/en/news/cipher-mining-acquires-more-than-500-acres-across-two-sites-in-texas-for-crypto-and-hpc-use/
Cipher Mining Stingray,Cipher Mining,Cipher Mining,under_construction,2025-02-27,TX,Andrews,32.30503,-102.63781,100,medium,https://www.datacenterdynamics.com/en/news/cipher-mining-acquires-more-than-500-acres-across-two-sites-in-texas-for-crypto-and-hpc-use/
CleanArc Dallas,CleanArc,CleanArc,announced,2026-02-09,TX,Dallas,32.76663,-96.77787,245,high,https://www.prnewswire.com/news-releases/cleanarc-data-centers-selected-to-lead-development-and-leasing-for-crow-holdings-245mw-flagship-campus-in-central-dallas-302395824.html
CleanArc VA1 Campus,CleanArc,CleanArc,under_construction,2025-11-20,VA,Ruther Glen,37.92875,-77.45582,900,high,https://www.prnewswire.com/news-releases/cleanarc-data-centers-breaks-ground-on-900mw-flagship-hyperscale-campus-in-virginia-302621903.html
CloudCenters Lisle Data Center,CloudCenters LLC,CloudCenters LLC,cancelled,2026-03-11,IL,Lisle,41.80114,-88.07479,50,medium,https://patch.com/illinois/lisle/lisle-data-center-application-withdrawn-developer
CloudHQ CLP Campus,CloudHQ,CloudHQ,operational,,VA,Culpeper,38.48606,-77.95589,,none,https://cloudhq.com/campus/clp-campus/
CloudHQ LC Campus,CloudHQ,CloudHQ,operational,,VA,Ashburn,39.04372,-77.48749,,none,https://cloudhq.com/campus/lc-campus/
CloudHQ LC1 Campus,CloudHQ,CloudHQ,operational,,VA,Ashburn,39.04372,-77.48749,,none,https://cloudhq.com/campus/lc1-campus/
CloudHQ MCC Campus,CloudHQ,CloudHQ,operational,,VA,Manassas,38.75095,-77.47527,,none,https://cloudhq.com/campus/mcc-campus/
CloudHQ MCC2 Campus,CloudHQ,CloudHQ,operational,,VA,Manassas,38.75095,-77.47527,,none,https://cloudhq.com/campus/mcc2-campus/
CloudHQ MDC Campus,CloudHQ,CloudHQ,operational,,VA,Manassas,38.75095,-77.47527,,none,https://cloudhq.com/campus/mdc-campus/
CloudHQ MSP Campus,CloudHQ,CloudHQ,operational,,MN,Chaska,44.78941,-93.60218,,none,https://cloudhq.com/campus/msp-campus/
CloudHQ ORD Campus,CloudHQ,CloudHQ,operational,,IL,Des Plaines,42.03336,-87.8834,,none,https://cloudhq.com/campus/ord-campus/
CloudHQ SAT Campus,CloudHQ,CloudHQ,operational,,TX,San Antonio,29.42412,-98.49363,,none,https://cloudhq.com/campus/sat-campus/
CloudHQ SJC Campus,CloudHQ,CloudHQ,operational,,CA,Santa Clara,37.23249,-121.69627,,none,https://cloudhq.com/campus/sjc-campus/
Cogent,Cogent Communications,Cogent Communications,operational,2026-04-21,VA,Vienna,38.90122,-77.26526,169,low,https://www.cogentco.com/en/network/cogent-data-centers
Cogent Akron,Cogent,Cogent,operational,,OH,Akron,41.08144,-81.51901,5,medium,https://www.cogentco.com/en/network/cogent-data-centers/169-cdc-locations/1156-na-data-centers
Cogent Albany,Cogent,Cogent,operational,,NY,Albany,42.60018,-73.97356,,none,https://www.cogentco.com/en/network/cogent-data-centers/169-cdc-locations/1156-na-data-centers
Cogent Anaheim,Cogent,Cogent,operational,,CA,Anaheim,33.83529,-117.9145,,none,https://www.cogentco.com/en/network/cogent-data-centers/169-cdc-locations/1156-na-data-centers
Cogent Atlanta,Cogent,Cogent,operational,,GA,Atlanta,33.749,-84.38798,7.5,medium,https://cogentco.com/files/docs/wholesale_colocation/Atlanta_Wholesale_2025.pdf
Cogent Austin,Cogent,Cogent,operational,,TX,Austin,29.88702,-96.27791,,none,https://www.cogentco.com/en/network/cogent-data-centers/169-cdc-locations/1156-na-data-centers
Cogent Billings,Cogent,Cogent,operational,,MT,Billings,45.78329,-108.50069,,none,https://www.cogentco.com/en/network/cogent-data-centers/169-cdc-locations/1156-na-data-centers
Cogent Boca Raton,Cogent,Cogent,operational,,FL,Boca Raton,26.35869,-80.0831,,none,https://www.cogentco.com/en/network/cogent-data-centers/169-cdc-locations/1156-na-data-centers
Cogent Boston,Cogent,Cogent,operational,,MA,Somerville,42.3876,-71.0995,,none,https://www.cogentco.com/en/network/cogent-data-centers/169-cdc-locations/1156-na-data-centers
Cogent Buffalo,Cogent,Cogent,operational,,NY,Buffalo,42.88645,-78.87837,,none,https://www.cogentco.com/en/network/cogent-data-centers/169-cdc-locations/1156-na-data-centers
Cogent Burbank,Cogent,Cogent,operational,,CA,Burbank,34.18084,-118.30897,,none,https://www.cogentco.com/en/network/cogent-data-centers/169-cdc-locations/1156-na-data-centers
Cogent Charlotte,Cogent,Cogent,operational,,NC,Charlotte,35.22709,-80.84313,,none,https://www.cogentco.com/en/network/cogent-data-centers/169-cdc-locations/1156-na-data-centers
Cogent Cheyenne,Cogent,Cogent,operational,,WY,Cheyenne,41.13998,-104.82025,,none,https://www.cogentco.com/en/network/cogent-data-centers/169-cdc-locations/1156-na-data-centers
Cogent Chicago,Cogent,Cogent,operational,,IL,Chicago,41.85003,-87.65005,,none,https://www.cogentco.com/en/network/cogent-data-centers/169-cdc-locations/1156-na-data-centers
Cogent Cleveland,Cogent,Cogent,operational,,OH,Cleveland,41.4995,-81.69541,,none,https://www.cogentco.com/en/network/cogent-data-centers/169-cdc-locations/1156-na-data-centers
Cogent Columbus,Cogent,Cogent,operational,,OH,Columbus,39.96118,-82.99879,,none,https://www.cogentco.com/en/network/cogent-data-centers/169-cdc-locations/1156-na-data-centers
Cogent Communications,Cogent Communications,Cogent Communications,operational,2026-04-21,DC,Washington,38.89511,-77.03637,169,low,https://www.cogentco.com/en/network/cogent-data-centers
Cogent Dallas,Cogent,Cogent,operational,,TX,Dallas,32.76663,-96.77787,,none,https://www.cogentco.com/en/network/cogent-data-centers/169-cdc-locations/1156-na-data-centers
Cogent Data Centers,Cogent Communications,Cogent Communications,operational,2026-01-01,VA,Vienna,38.90122,-77.26526,169,low,https://www.cogentco.com/en/network/cogent-data-centers
Cogent Denver,Cogent,Cogent,operational,,CO,Denver,39.76204,-104.87635,,none,https://www.cogentco.com/en/network/cogent-data-centers/169-cdc-locations/1156-na-data-centers
Cogent Detroit,Cogent,Cogent,operational,,MI,Troy,42.60559,-83.14993,,none,https://www.cogentco.com/en/network/cogent-data-centers/169-cdc-locations/1156-na-data-centers
Cogent El Paso,Cogent,Cogent,operational,,TX,El Paso,31.76855,-106.23483,,none,https://www.cogentco.com/en/network/cogent-data-centers/169-cdc-locations/1156-na-data-centers
Cogent Elkridge,Cogent,Cogent,operational,,MD,Elkridge,39.21261,-76.71358,5,medium,https://www.cogentco.com/en/network/cogent-data-centers/169-cdc-locations/1156-na-data-centers
Cogent Fairfax SC,Cogent,Cogent,operational,,SC,Fairfax,32.95905,-81.2365,,none,https://www.cogentco.com/en/network/cogent-data-centers/169-cdc-locations/1156-na-data-centers
Cogent Fort Worth,Cogent,Cogent,operational,,TX,Fort Worth,32.72541,-97.32085,14,medium,https://www.datacenterdynamics.com/en/news/cogent-puts-four-data-centers-up-for-sale-in-us/
Cogent Franklin NJ,Cogent,Cogent,operational,,NJ,Franklin,40.89232,-74.47738,,none,https://www.cogentco.com/en/network/cogent-data-centers/169-cdc-locations/1156-na-data-centers
Cogent Hackensack,Cogent,Cogent,operational,,NJ,Hackensack,40.88593,-74.04347,,none,https://www.cogentco.com/en/network/cogent-data-centers/169-cdc-locations/1156-na-data-centers
Cogent Hollywood FL,Cogent,Cogent,operational,,FL,Hollywood,26.0112,-80.14949,,none,https://www.cogentco.com/en/network/cogent-data-centers/169-cdc-locations/1156-na-data-centers
Cogent Houston,Cogent,Cogent,operational,,TX,Houston,31.31773,-95.42268,,none,https://www.cogentco.com/en/network/cogent-data-centers/169-cdc-locations/1156-na-data-centers
Cogent Indianapolis,Cogent,Cogent,operational,,IN,Indianapolis,39.76838,-86.15804,,none,https://www.cogentco.com/en/network/cogent-data-centers/169-cdc-locations/1156-na-data-centers
Cogent Irving,Cogent,Cogent,operational,,TX,Irving,32.81402,-96.94889,,none,https://www.cogentco.com/en/network/cogent-data-centers/169-cdc-locations/1156-na-data-centers
Cogent Kansas City,Cogent,Cogent,operational,,MO,Kansas City,39.09973,-94.57857,5,medium,https://www.datacenterdynamics.com/en/news/cogent-puts-four-data-centers-up-for-sale-in-us/
Cogent La Mirada,Cogent,Cogent,operational,,CA,La Mirada,33.91724,-118.01201,,none,https://www.cogentco.com/en/network/cogent-data-centers/169-cdc-locations/1156-na-data-centers
Cogent Livermore,Cogent,Cogent,operational,,CA,Livermore,37.68187,-121.76801,,none,https://www.cogentco.com/en/network/cogent-data-centers/169-cdc-locations/1156-na-data-centers
