lab_name,model_name,release_date,context_window_tokens,input_cost_usd_per_1m,output_cost_usd_per_1m,throughput_tokens_per_sec,swe_bench_verified_pct,mmlu_pct,weights,status,source_url,notes
Zhipu AI,GLM-5,2026-02-11,200000,1,3.2,N/A,77.8,N/A,open,active,https://webscraft.org/blog/glm5-2026,"744B MoE, 40B active. 200K context, up to 131K output. Trained on 28.5T tokens. DeepSeek Sparse Attention (DSA). Agent capability breakthrough. Hallucination rate down 56%. SWE-bench Verified: 77.8%. Vending Bench 2: $4,432. Trained entirely on Huawei Ascend chips using MindSpore. MIT license. FP8 quantization available. Requires ~1.5TB memory in BF16."
Zhipu AI,GLM-5-Turbo,2026-02-11,200000,1.2,4,N/A,N/A,N/A,open,active,https://docs.z.ai/guides/overview/pricing,Turbo variant of GLM-5. Slightly higher pricing than base GLM-5.
MiniMax,MiniMax-M2.5,2026-02-12,196600,0.15,1.2,50,80.2,N/A,open,active,https://blog.galaxy.ai/model/minimax-m2-5,80.2% SWE-bench Verified �?? 0.6 points below Claude Opus 4.6. Standard: $0.15/$1.20. Lightning variant: $0.30/$2.40 with ~100 TPS (2x speed). Automatic caching. 65.5K max output. 3.52M avg tokens per SWE-bench task. Modified MIT license. Most underrated model in its class per reviews.
MiniMax,MiniMax-M2.5-Lightning,2026-02-12,196600,0.3,2.4,100,80.2,N/A,open,active,https://www.verdent.ai/guides/minimax-m2-5-pricing,Speed-optimized variant. 2x throughput (100 TPS vs 50 TPS standard). Identical benchmark performance. Higher cost for speed trade-off.
OpenAI,gpt-5.3-codex-spark,2026-02-12,128000,1.75,14,1000,72,86,closed,active,https://openai.com/,"Fastest coding model in GPT-5 family. Built in partnership with Cerebras. 1,000+ tokens/sec via wafer-scale chips. Research preview."
ByteDance,Doubao-Seed-2.0-Code,2026-02-14,262144,0.47,2.37,N/A,76.5,N/A,closed,active,https://www.volcengine.com,Code-specialized. Shares Pro's coding benchmarks. Integrated into TRAE China Edition. SWE-bench: 76.5. ```
ByteDance,Doubao-Seed-2.0-Lite,2026-02-14,262144,0.09,0.53,N/A,N/A,N/A,closed,active,https://seed.bytedance.com,Production workhorse. AIME 2025: 93. Codeforces: 2233. VideoMME: 87.7. ~80% cheaper than Pro. Handles ~95% of enterprise workloads. 256K context. Multimodal + tool calling. ```
ByteDance,Doubao-Seed-2.0-Mini,2026-02-14,262144,0.03,0.31,N/A,67.9,N/A,closed,active,https://seed.bytedance.com,"High-throughput, low-latency. AIME 2025: 87. Codeforces: 1644. SWE-bench: 67.9. Cheapest variant. 4-level reasoning effort system. Multimodal. ```"
ByteDance,Doubao-Seed-2.0-Pro,2026-02-14,262144,0.47,2.37,N/A,76.5,N/A,closed,active,https://seed.bytedance.com,"AIME 2025: 98.3. Codeforces: 3020. VideoMME: 89.5. SWE-bench: 76.5. Matches GPT-5.2 and Gemini 3 Pro on most benchmarks. ~3.7x cheaper than GPT-5.2, ~10x cheaper than Claude Opus 4.5. Multimodal (text, image, video). Function calling. ```"
Alibaba,Qwen3.5-35B-A3B,2026-02-16,131072,N/A,N/A,N/A,69.2,85.3,open,active,https://huggingface.co/Qwen/Qwen3.5-35B-A3B,"Qwen3.5 open-weights. 35B-A3B: MoE (35B total, 3B active). 122B-A10B: MoE (122B total, 10B active). SWE-bench Verified: 72.0 (122B). Apache 2.0. ```"
Alibaba,Qwen3.5-Plus,2026-02-16,1000000,N/A,N/A,N/A,N/A,N/A,closed,active,https://chat.qwen.ai,Proprietary. Complex task completion. Mobile and desktop app agentic capabilities. ```
Anthropic,Claude Sonnet 4.6,2026-02-17,1000000,3,15,50,79.6,N/A,closed,active,https://www.anthropic.com/transparency,Near-Opus performance. 1M token context at standard pricing. Dramatically improved computer use. Current default model. Max output 64K tokens. Knowledge cutoff August 2025.
Google DeepMind,Gemini 3.1 Pro,2026-02-19,1000000,2,12,N/A,80.6,N/A,closed,active,https://ai.google.dev/gemini-api/docs/changelog,"Released February 19, 2026. Enhanced core reasoning and complex problem-solving. ""Thinking levels"" for controllable reasoning depth. High-resolution multimodal understanding. SWE-bench Verified: 80.6% (per haimaker.ai). LiveCodeBench Pro Elo: 2887. 1M token context, 66K max output. Pricing: $2.00/1M input (<=200K), $4.00/1M input (>200K); $12.00/1M output (<=200K), $18.00/1M output (>200K). Source: https://www.devoteam.com/expert-view/gemini-3-pro-what-you-need-to-know-about-the-gemini-model-evolution/"
OpenAI,gpt-5.3-codex,2026-02-24,400000,1.75,14,93,78,88,closed,active,https://openai.com/,Successor to GPT-5.2-Codex. 1M token context. 25% faster than predecessor. Strong on Terminal-Bench. Used to debug its own training.
DeepSeek,DeepSeek-V4,2026-03-02,128000,0.3,0.5,N/A,N/A,N/A,open,active,https://wavespeed.ai/blog/posts/deepseek-v4-cost-per-million-tokens/,"Successor to V3.2. Standard input: $0.30/M, off-peak (11PM-7AM Beijing): $0.15/M. Output: $0.50/M standard, $0.25 off-peak. 90% cache hit discount. Features speculative decoding and improved sparse attention. Positioned as cost-effective alternative to GPT-5 and Claude Sonnet 4.6."
Google DeepMind,Gemini 3.1 Flash Lite,2026-03-03,1000000,0.25,1.5,N/A,N/A,N/A,closed,active,https://cloudprice.net/models/google-gemini-3-flash,"Preview released March 3, 2026. Cost-optimized variant of 3.1 Flash. 1M token context. Pricing: $0.25/1M input, $1.50/1M output. Source: https://cloudprice.net/models/google-gemini-3-flash"
OpenAI,gpt-5.3-instant,2026-03-03,400000,1.75,14,100,70,88.5,closed,active,https://openai.com/,Default model for ChatGPT. 400K context. 26.8% fewer hallucinations vs GPT-5.2 Instant. Anti-sycophancy tuning.
OpenAI,gpt-5.4,2026-03-05,1048576,2.5,15,83,80,90.5,closed,active,https://openai.com/,Most capable general-purpose frontier model. 1M+ context. Computer Use API (75% OSWorld). Tool search. Five-level reasoning effort control. GDPval 83.0%. 33% fewer factual errors than GPT-5.2.
OpenAI,gpt-5.4-pro,2026-03-05,1048576,30,180,40,83,92,closed,active,https://openai.com/,"Premium variant of GPT-5.4. SOTA on ARC-AGI-2 (83.3%), BrowseComp (89.3%), GPQA Diamond (94.4%). For most demanding enterprise tasks."
Mistral AI,Mistral Small 4,2026-03-16,256000,N/A,N/A,N/A,N/A,N/A,open,active,https://legal.mistral.ai/ai-governance/models/mistral-small-4,"119B parameters, MoE (6B active). Apache 2.0. Unifies reasoning, multimodal, and agentic coding. 128 experts, 4 per token. 40% lower latency, 3x higher throughput vs Small 3."
MiniMax,MiniMax-M2.7,2026-03-18,205000,0.3,1.2,46.6,56.22,N/A,open,active,https://github.com/MiniMax-AI/MiniMax-M2.7,"230B total, 10B active. 256 experts. Self-evolution capability: autonomously updated training infra, built 40+ complex skills, 100+ optimization rounds, 30% performance improvement with no human intervention. SWE-Pro: 56.22%. Terminal Bench 2: 57.0%. GDPval-AA: 1495 Elo (highest open-source). Intelligence Index: 49.6 (97th percentile). Non-commercial license (commercial requires separate agreement). Weights open-sourced April 12, 2026."
MiniMax,MiniMax-M2.7-HighSpeed,2026-03-18,205000,N/A,N/A,N/A,56.22,N/A,open,active,https://www.minimax.io,"Speed-optimized variant of M2.7. Same results, faster inference."
Google DeepMind,Gemma 4 31B,2026-03-31,N/A,N/A,N/A,N/A,N/A,N/A,open,active,https://ai.google.dev/gemma/docs/releases,"Fourth generation Gemma. Released March 31, 2026. E2B, E4B, 31B, and 26B A4B sizes. Source: https://ai.google.dev/gemma/docs/releases"
Alibaba,Qwen3.5-Omni,2026-04-01,1000000,N/A,N/A,N/A,N/A,N/A,closed,active,https://qwenlm.github.io,Multimodal. Proprietary. chat.qwen.ai and Alibaba Cloud access only. ```
Zhipu AI,GLM-5.1,2026-04-01,200000,1.4,4.4,N/A,N/A,N/A,open,active,https://docs.z.ai/guides/overview/pricing,Successor to GLM-5. Improved performance across benchmarks. Available on Fireworks and other providers.
Alibaba,Qwen3.6-35B-A3B,2026-04-02,131072,N/A,N/A,N/A,N/A,N/A,open,active,https://huggingface.co/Qwen/Qwen3.6-35B-A3B,"MoE. 35B total, 3B active. Apache 2.0. ```"
Alibaba,Qwen3.6-Plus,2026-04-02,1000000,0.5,3,N/A,78.8,N/A,closed,active,https://www.alibabacloud.com,"Terminal-Bench 2.0: 61.6 (beats Claude Opus 4.5: 59.3). SWE-bench Verified: 78.8. SWE-bench Pro: 56.6. 1M context. Multimodal (text/image/code/web/video). Compatible with Claude Code, Cline, OpenClaw. Exchange rate used: 1 USD = 7.25 RMB (Apr 2026). ```"

